locusId	sysName	type	scaffoldId	begin	end	strand	original_name	desc	name	Product	ecocyc_id
ECD_00574	ECD_00574	1	CP001509	598775	599338	+		alkyl hydroperoxide reductase, C22 subunit	ahpC	alkyl hydroperoxide reductase, AhpC component	ECD_RS02900
ECD_00575	ECD_00575	1	CP001509	599583	601148	+		alkyl hydroperoxide reductase, F52a subunit, FAD/NAD(P)-binding	ahpF	alkyl hydroperoxide reductase, AhpF component	ECD_RS02905
ECD_00576	ECD_00576	1	CP001509	601269	601697	-		universal stress protein UP12	uspG	universal stress protein G	ECD_RS02910
ECD_00577	ECD_00577	1	CP001509	601918	603156	+		putative Zn-dependent NAD(P)-binding oxidoreductase	ybdR	putative Zn<sup>2+</sup>-dependent alcohol dehydrogenase YbdR	ECD_RS02915
ECD_00578	ECD_00578	1	CP001509	603387	603797	-		regulator of nucleoside diphosphate kinase	rnk	nucleoside diphosphate kinase regulator	ECD_RS02925
ECD_00579	ECD_00579	1	CP001509	604027	604833	-		ribonuclease I	rna	RNase I	ECD_RS02930
ECD_00580	ECD_00580	1	CP001509	604947	606410	-		citrate/succinate antiporter; citrate carrier	citT	citrate:succinate antiporter	ECD_RS02935
ECD_00581	ECD_00581	1	CP001509	606461	607339	-		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase	citG	triphosphoribosyl-dephospho-CoA synthase	ECD_RS02940
ECD_00582	ECD_00582	1	CP001509	607314	607865	-		apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	citX	apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	ECD_RS02945
ECD_00583	ECD_00583	1	CP001509	607869	609401	-		citrate lyase, citrate-ACP transferase (alpha) subunit	citF	citrate lyase &alpha; subunit	ECD_RS02950
ECD_00584	ECD_00584	1	CP001509	609412	610320	-		citrate lyase, citryl-ACP lyase (beta) subunit	citE	citrate lyase &beta; subunit	ECD_RS02955
ECD_00585	ECD_00585	1	CP001509	610317	610613	-		citrate lyase, acyl carrier (gamma) subunit	citD	citrate lyase acyl carrier protein	ECD_RS02960
ECD_00586	ECD_00586	1	CP001509	610628	611686	-		citrate lyase ligase; [citrate [pro-3S]-lyase] ligase	citC	citrate lyase synthetase	ECD_RS02965
ECD_00587	ECD_00587	1	CP001509	611772	612275	-		IS1 protein InsB	RS02970	IS1 family transposase	ECD_RS02970
ECD_00588	ECD_00588	1	CP001509	612194	612469	-		IS1 protein InsA			
ECD_00589	ECD_00589	1	CP001509	612602	614260	+		sensory histidine kinase in two-component regulatory system with CitB	dpiB	sensor histidine kinase DpiB	ECD_RS02975
ECD_00590	ECD_00590	1	CP001509	614229	614909	+		response regulator in two-component regulatory system with CitA	dpiA	DNA-binding transcriptional dual regulator DpiA	ECD_RS02980
ECD_00591	ECD_00591	1	CP001509	614950	616335	-		anaerobic C4-dicarboxylate transport	dcuC	anaerobic C4-dicarboxylate transporter DcuC	ECD_RS02985
ECD_00592	ECD_00592	1	CP001509	616923	617483	+		phospholipid:lipid A palmitoyltransferase	pagP	Lipid A palmitoyltransferase	ECD_RS02990
ECD_00593	ECD_00593	1	CP001509	617652	617861	+		constitutive cold shock family transcription antitermination protein; negative regulator of cspA transcription; RNA melting protein; ssDNA-binding protein	cspE	transcription antiterminator and regulator of RNA stability CspE	ECD_RS02995
ECD_00594	ECD_00594	1	CP001509	617916	618299	-		fluoride efflux channel, dual topology membrane protein	crcB	F<sup>-</sup> channel	ECD_RS03000
ECD_00595	ECD_00595	1	CP001509	618392	619180	+		putative NAD(P)-binding amidase-type enzyme YbeM (C-N hydrolase family)	RS03005	hydrolase YbeM	ECD_RS03005
ECD_00596	ECD_00596	1	CP001509	619309	619512	+		TatABCE protein translocation system subunit	tatE	twin arginine protein translocation system - TatE protein	ECD_RS03010
ECD_00597	ECD_00597	1	CP001509	619613	620578	-		lipoate synthase	lipA	lipoyl synthase	ECD_RS03015
ECD_00598	ECD_00598	1	CP001509	620787	621740	-		LysR family putative transcriptional regulator	ybeF	putative DNA-binding transcriptional regulator YbeF	ECD_RS03020
ECD_00599	ECD_00599	1	CP001509	621999	622640	-		octanoyltransferase; octanoyl-[ACP]:protein N-octanoyltransferase	lipB	lipoyl(octanoyl) transferase	ECD_RS03030
ECD_00600	ECD_00600	1	CP001509	622741	623004	-		UPF0250 family protein	ybeD	DUF493 domain-containing protein YbeD	ECD_RS03035
ECD_00601	ECD_00601	1	CP001509	623114	624325	-		D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5)	dacA	D-alanyl-D-alanine carboxypeptidase DacA	ECD_RS03040
ECD_00602	ECD_00602	1	CP001509	624465	625553	-		septal ring protein, suppressor of prc, minor lipoprotein	RS03045	endolytic peptidoglycan transglycosylase RlpA	ECD_RS03045
ECD_00603	ECD_00603	1	CP001509	625564	626676	-		cell wall shape-determining protein	mrdB	peptidoglycan glycosyltransferase MrdB	ECD_RS03050
ECD_00604	ECD_00604	1	CP001509	626679	628580	-		penicillin-binding protein 2, transpeptidase involved in peptidoglycan synthesis	mrdA	peptidoglycan DD-transpeptidase MrdA	ECD_RS03055
ECD_00605	ECD_00605	1	CP001509	628611	629078	-		23S rRNA m(3)Psi1915 pseudouridine methyltransferase, SAM-dependent	rlmH	23S rRNA m<sup>3</sup>&Psi;1915 methyltransferase	ECD_RS03060
ECD_00606	ECD_00606	1	CP001509	629082	629399	-		ribosomal silencing factor	rsfS	ribosomal silencing factor RsfS	ECD_RS03065
ECD_00607	ECD_00607	1	CP001509	629659	630270	-		putative alpha-ribazole-5'-P phosphatase	cobC	putative adenosylcobalamin phosphatase/&alpha;-ribazole phosphatase	ECD_RS03070
ECD_00608	ECD_00608	1	CP001509	630294	630935	-		nicotinic acid mononucleotide adenylyltransferase, NAD(P)-dependent	nadD	nicotinate-nucleotide adenylyltransferase	ECD_RS03075
ECD_00609	ECD_00609	1	CP001509	630937	631968	-		DNA polymerase III, delta subunit	holA	DNA polymerase III subunit &delta;	ECD_RS03080
ECD_00610	ECD_00610	1	CP001509	631968	632549	-		LPS assembly OM complex LptDE, lipoprotein component	lptE	lipopolysaccharide assembly protein LptE	ECD_RS03085
ECD_00611	ECD_00611	1	CP001509	632564	635146	-		leucyl-tRNA synthetase	leuS	leucine&mdash;tRNA ligase	ECD_RS03090
ECD_00612	ECD_00612	1	CP001509	635381	635863	+		DUF1451 family protein	ybeL	DUF1451 domain-containing protein YbeL	ECD_RS03095
ECD_00614	ECD_00614	1	CP001509	637074	637781	+		uncharacterized protein	ybeR	DUF1266 domain-containing protein YbeR	ECD_RS03105
ECD_00615	ECD_00615	1	CP001509	638089	639228	+		J domain-containing HscC co-chaperone; Hsc56	RS03110	hypothetical protein	ECD_RS03110
ECD_00616	ECD_00616	1	CP001509	639288	640958	-		Hsp70 family chaperone Hsc62; RpoD-binding transcription inhibitor	hscC	chaperone protein HscC	ECD_RS03115
ECD_00617	ECD_00617	1	CP001509	641042	641977	-		ribonucleoside hydrolase 1	rihA	pyrimidine-specific ribonucleoside hydrolase RihA	ECD_RS03120
ECD_00619	ECD_00619	1	CP001509	642514	643035	+		IS150 hypothetical protein			
ECD_00620	ECD_00620	1	CP001509	643032	643883	+		IS150 putative transposase			
ECD_00621	ECD_00621	1	CP001509	644266	644940	-		glutamate/aspartate ABC transporter permease	gltK	glutamate/aspartate ABC transporter membrane subunit GltK	ECD_RS03145
ECD_00622	ECD_00622	1	CP001509	644940	645680	-		glutamate/aspartate ABC transporter permease	gltJ	glutamate/aspartate ABC transporter membrane subunit GltJ	ECD_RS03150
ECD_00623	ECD_00623	1	CP001509	645850	646758	-		glutamate/aspartate periplasmic binding protein	gltI	glutamate/aspartate ABC transporter periplasmic binding protein	ECD_RS03155
ECD_00624	ECD_00624	1	CP001509	647213	649090	+		hypothetical protein	RS03160	rhomboid family intramembrane serine protease	ECD_RS03160
ECD_00625	ECD_00625	1	CP001509	649217	650755	-		apolipoprotein N-acyltransferase	lnt	apolipoprotein <i>N</i>-acyltransferase	ECD_RS03165
ECD_00626	ECD_00626	1	CP001509	650780	651658	-		putative ion transport	RS03170	magnesium and cobalt efflux protein CorC	ECD_RS03170
ECD_00627	ECD_00627	1	CP001509	651748	652215	-		ssRNA-specific endoribonuclease; 16S rRNA 3	ybeY	endoribonuclease YbeY	ECD_RS03175
ECD_00628	ECD_00628	1	CP001509	652212	653291	-		heat shock protein, putative NTPase; PhoH-like protein	ybeZ	PhoH-like protein	ECD_RS03180
ECD_00629	ECD_00629	1	CP001509	653405	654829	-		tRNA-i(6)A37 methylthiotransferase	miaB	isopentenyl-adenosine A37 tRNA methylthiolase	ECD_RS03185
ECD_00630	ECD_00630	1	CP001509	654975	656150	+		2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol oxygenase	ubiF	3-demethoxyubiquinol 3-hydroxylase	ECD_RS03190
ECD_t00008	ECD_t00008	5	CP001509	656304	656378	-		tRNA-Gln	RS03195	tRNA-Gln	ECD_RS03195
ECD_t00009	ECD_t00009	5	CP001509	656416	656490	-		tRNA-Gln	RS03200	tRNA-Gln	ECD_RS03200
ECD_t00010	ECD_t00010	5	CP001509	656538	656614	-		tRNA-Met	RS03205	tRNA-Met	ECD_RS03205
ECD_t00011	ECD_t00011	5	CP001509	656630	656704	-		tRNA-Gln	RS03210	tRNA-Gln	ECD_RS03210
ECD_t00012	ECD_t00012	5	CP001509	656739	656813	-		tRNA-Gln	RS03215	tRNA-Gln	ECD_RS03215
ECD_t00013	ECD_t00013	5	CP001509	656837	656921	-		tRNA-Leu	RS03220	tRNA-Leu	ECD_RS03220
ECD_t00014	ECD_t00014	5	CP001509	656930	657006	-		tRNA-Met	RS03225	tRNA-Met	ECD_RS03225
ECD_00631	ECD_00631	1	CP001509	657387	659051	-		asparagine synthetase B	asnB	asparagine synthetase B	ECD_RS03230
ECD_00632	ECD_00632	1	CP001509	659448	660200	-		UMP phosphatase	umpH	UMP phosphatase	ECD_RS03235
ECD_00633	ECD_00633	1	CP001509	660248	661468	-		N-acetylglucosamine-inducible nag divergent operon transcriptional repressor	nagC	DNA-binding transcriptional dual regulator NagC	ECD_RS03240
ECD_00634	ECD_00634	1	CP001509	661477	662625	-		N-acetylglucosamine-6-phosphate deacetylase	nagA	<i>N</i>-acetylglucosamine-6-phosphate deacetylase	ECD_RS03245
ECD_00635	ECD_00635	1	CP001509	662685	663485	-		glucosamine-6-phosphate deaminase	nagB	glucosamine-6-phosphate deaminase	ECD_RS03250
ECD_00636	ECD_00636	1	CP001509	663818	665764	+		N-acetyl glucosamine specific PTS enzyme IIC, IIB, and IIA components	nagE	N-acetylglucosamine-specific PTS enzyme IIABC component	ECD_RS03255
ECD_00637	ECD_00637	1	CP001509	665967	667631	+		glutamyl-tRNA synthetase	glnS	glutamine&mdash;tRNA ligase	ECD_RS03260
ECD_00638	ECD_00638	1	CP001509	668208	669614	+		chitoporin	chiP	chitooligosaccharide outer membrane channel	ECD_RS03265
ECD_00639	ECD_00639	1	CP001509	669664	669990	+		chitosugar-induced verified lipoprotein	chiQ	lipoprotein ChiQ	ECD_RS03270
ECD_00640	ECD_00640	1	CP001509	670074	670520	-		ferric iron uptake regulon transcriptional repressor; autorepressor	fur	DNA-binding transcriptional dual regulator Fur	ECD_RS03275
ECD_00641	ECD_00641	1	CP001509	670809	671339	-		flavodoxin 1	fldA	flavodoxin 1	ECD_RS03290
ECD_00642	ECD_00642	1	CP001509	671479	671772	-		LexA-regulated protein, CopB family	ybfE	ribbon-helix-helix domain-containing protein YbfE	ECD_RS03295
ECD_00643	ECD_00643	1	CP001509	671912	672676	-		acyl-CoA esterase	ybfF	esterase	ECD_RS03300
ECD_00644	ECD_00644	1	CP001509	672861	673406	+		negative modulator of initiation of replication	seqA	negative modulator of initiation of replication	ECD_RS03305
ECD_00645	ECD_00645	1	CP001509	673432	675072	+		phosphoglucomutase	pgm	phosphoglucomutase	ECD_RS03310
ECD_00646	ECD_00646	1	CP001509	675286	675780	+		lipoprotein	ybfP	lipoprotein YbfP	ECD_RS03315
ECD_00647	ECD_00647	1	CP001509	675821	676471	-		hypothetical protein	RS03320	hypothetical protein	ECD_RS03320
ECD_00648	ECD_00648	1	CP001509	676820	678139	-		putrescine/proton symporter: putrescine/ornithine antiporter	potE	putrescine transporter PotE	ECD_RS03330
ECD_00649	ECD_00649	1	CP001509	678136	680334	-		ornithine decarboxylase isozyme, inducible	speF	inducible ornithine decarboxylase	ECD_RS03335
ECD_00650	ECD_00650	1	CP001509	680457	680714	+		hypothetical protein	RS24590	hypothetical protein	ECD_RS24590
ECD_00651	ECD_00651	1	CP001509	680930	681607	-		response regulator in two-component regulatory system with KdpD	kdpE	DNA-binding transcriptional activator KdpE	ECD_RS03345
ECD_00652	ECD_00652	1	CP001509	681604	684288	-		fused sensory histidine kinase in two-component regulatory system with KdpE: signal sensing protein	kdpD	sensor histidine kinase KdpD	ECD_RS03350
ECD_00653	ECD_00653	1	CP001509	684281	684853	-		potassium translocating ATPase, subunit C	kdpC	K<sup>+</sup> transporting P-type ATPase subunit KdpC	ECD_RS03355
ECD_00654	ECD_00654	1	CP001509	684862	686910	-		potassium translocating ATPase, subunit B	kdpB	K<sup>+</sup> transporting P-type ATPase subunit KdpB	ECD_RS03360
ECD_00655	ECD_00655	1	CP001509	686933	688606	-		potassium translocating ATPase, subunit A	kdpA	K<sup>+</sup> transporting P-type ATPase subunit KdpA	ECD_RS03365
ECD_00656	ECD_00656	1	CP001509	688606	688695	-		potassium ion accessory transporter subunit	kdpF	K<sup>+</sup> transporting P-type ATPase subunit KdpF	ECD_RS03370
ECD_00657	ECD_00657	1	CP001509	689008	689214	+		DUF2517 family protein	ybfA	DUF2517 domain-containing protein YbfA	ECD_RS03375
ECD_00658	ECD_00658	1	CP001509	689635	691299	+		Rhs protein with putative toxin domain; putative neighboring cell growth inhibitor			
ECD_00659	ECD_00659	1	CP001509	691299	691625	+		putative membrane protein	ybfB	uncharacterized protein YbfB	ECD_RS03390
ECD_00660	ECD_00660	1	CP001509	691743	693176	+		conserved protein, rhs-like protein	RS03395	RHS element protein	ECD_RS03395
ECD_00661	ECD_00661	1	CP001509	693173	693742	+		putative secreted protein	ybfC	uncharacterized protein YbfC	ECD_RS03400
ECD_00662	ECD_00662	1	CP001509	693938	694213	+		hypothetical protein	RS03405	hypothetical protein	ECD_RS03405
ECD_00663	ECD_00663	1	CP001509	694425	694703	-		hypothetical protein	RS23055	hypothetical protein	ECD_RS23055
ECD_00664	ECD_00664	1	CP001509	694922	695164	+		hypothetical protein	RS23060	hypothetical protein	ECD_RS23060
ECD_00666	ECD_00666	1	CP001509	696764	697525	+		H repeat-associated putative transposase	ybfD	H repeat-associated putative transposase YbfD	ECD_RS03420
ECD_00667	ECD_00667	1	CP001509	697673	698182	+		DUF1722 family protein	ybgA	DUF1722 domain-containing protein YbgA	ECD_RS03425
ECD_00668	ECD_00668	1	CP001509	698179	699600	+		deoxyribodipyrimidine photolyase, FAD-binding	phr	deoxyribodipyrimidine photolyase	ECD_RS03430
ECD_00669	ECD_00669	1	CP001509	699639	701120	-		dipeptide and tripeptide permease D	dtpD	dipeptide:H<sup>+</sup> symporter DtpD	ECD_RS03435
ECD_00670	ECD_00670	1	CP001509	701391	702134	+		NIF3 family metal-binding protein	ybgI	radiation resistance protein YbgI	ECD_RS03440
ECD_00671	ECD_00671	1	CP001509	702157	702813	+		putative allophanate hydrolase, subunit 1	pxpB	5-oxoprolinase component B	ECD_RS03445
ECD_00672	ECD_00672	1	CP001509	702807	703739	+		putative allophanate hydrolase, subunit 2	pxpC	5-oxoprolinase component C	ECD_RS03450
ECD_00673	ECD_00673	1	CP001509	703729	704463	+		UPF0271 family protein	pxpA	5-oxoprolinase component A	ECD_RS03455
ECD_00674	ECD_00674	1	CP001509	704499	705290	+		endonuclease VIII and 5-formyluracil/5-hydroxymethyluracil DNA glycosylase	nei	endonuclease VIII	ECD_RS03460
ECD_00675	ECD_00675	1	CP001509	705287	706333	-		regulator of aidB expression; inner membrane protein	abrB	putative regulator	ECD_RS03465
ECD_00676	ECD_00676	1	CP001509	706485	707546	-		putative fimbrial protein	ybgO	putative fimbrial protein YbgO	ECD_RS03470
ECD_00677	ECD_00677	1	CP001509	707543	708274	-		putative periplasmic pilin chaperone	ybgP	putative fimbrial chaperone YbgP	ECD_RS03475
ECD_00678	ECD_00678	1	CP001509	708289	710739	-		putative outer membrane protein	ybgQ	putative fimbrial usher protein YbgQ	ECD_RS03480
ECD_00679	ECD_00679	1	CP001509	710799	711365	-		putative fimbrial-like adhesin protein	ybgD	putative fimbrial protein YbgD	ECD_RS03485
ECD_00680	ECD_00680	1	CP001509	711755	713038	-		citrate synthase	gltA	citrate synthase	ECD_RS03490
ECD_00681	ECD_00681	1	CP001509	713747	714136	+		succinate dehydrogenase, membrane subunit, binds cytochrome b556	sdhC	succinate:quinone oxidoreductase, membrane protein SdhC	ECD_RS03500
ECD_00682	ECD_00682	1	CP001509	714130	714477	+		succinate dehydrogenase, membrane subunit, binds cytochrome b556	sdhD	succinate:quinone oxidoreductase, membrane protein SdhD	ECD_RS03505
ECD_00683	ECD_00683	1	CP001509	714477	716243	+		succinate dehydrogenase, flavoprotein subunit	sdhA	succinate:quinone oxidoreductase, FAD binding protein	ECD_RS03510
ECD_00684	ECD_00684	1	CP001509	716259	716975	+		succinate dehydrogenase, FeS subunit	sdhB	succinate:quinone oxidoreductase, iron-sulfur cluster binding protein	ECD_RS03515
ECD_00685	ECD_00685	1	CP001509	717276	720077	+		2-oxoglutarate decarboxylase, thiamine triphosphate-binding	sucA	subunit of E1(0) component of 2-oxoglutarate dehydrogenase	ECD_RS03525
ECD_00686	ECD_00686	1	CP001509	720092	721309	+		dihydrolipoyltranssuccinase	sucB	2-oxoglutarate dehydrogenase E2 subunit	ECD_RS03530
ECD_00687	ECD_00687	1	CP001509	721675	722841	+		succinyl-CoA synthetase, beta subunit	sucC	succinyl-CoA synthetase subunit &beta;	ECD_RS03535
ECD_00688	ECD_00688	1	CP001509	722841	723710	+		succinyl-CoA synthetase, NAD(P)-binding, alpha subunit	sucD	succinyl-CoA synthetase subunit &alpha;	ECD_RS03540
ECD_00689	ECD_00689	1	CP001509	723814	724536	-		transcriptional repressor for the mannosyl-D-glycerate catabolic operon	mngR	DNA-binding transcriptional repressor MngR	ECD_RS03545
ECD_00690	ECD_00690	1	CP001509	724645	726621	+		fused 2-O-a-mannosyl-D-glycerate specific PTS enzymes: IIA component/IIB component/IIC component	mngA	2-O-alpha-mannosyl-D-glycerate specific PTS enzyme II	ECD_RS03550
ECD_00691	ECD_00691	1	CP001509	726639	729272	+		alpha-mannosidase	mngB	&alpha;-mannosidase	ECD_RS03555
ECD_00692	ECD_00692	1	CP001509	730119	731687	+		cytochrome d terminal oxidase, subunit I	cydA	cytochrome <i>bd</i>-I subunit 1	ECD_RS03565
ECD_00693	ECD_00693	1	CP001509	731703	732842	+		cytochrome d terminal oxidase, subunit II	cydB	cytochrome <i>bd</i>-I subunit 2	ECD_RS03570
ECD_00694	ECD_00694	1	CP001509	732857	732970	+		cytochrome d (bd-I) ubiquinol oxidase subunit X	cydX	cytochrome <i>bd</i>-I accessory subunit CydX	ECD_RS03575
ECD_00695	ECD_00695	1	CP001509	732970	733263	+		putative inner membrane protein in cydABX-ybgE operon	ybgE	PF09600 family protein YbgE	ECD_RS03580
ECD_00696	ECD_00696	1	CP001509	733413	733817	+		acyl-CoA thioester hydrolase	ybgC	esterase/thioesterase	ECD_RS03585
ECD_00697	ECD_00697	1	CP001509	733814	734506	+		membrane spanning protein in TolA-TolQ-TolR complex	tolQ	Tol-Pal system protein TolQ	ECD_RS03590
ECD_00698	ECD_00698	1	CP001509	734510	734938	+		membrane spanning protein in TolA-TolQ-TolR complex	tolR	Tol-Pal system protein TolR	ECD_RS03595
ECD_00699	ECD_00699	1	CP001509	735003	736268	+		membrane anchored protein in TolA-TolQ-TolR complex	tolA	Tol-Pal system protein TolA	ECD_RS03600
ECD_00700	ECD_00700	1	CP001509	736401	737693	+		periplasmic protein	tolB	Tol-Pal system periplasmic protein TolB	ECD_RS03605
ECD_00701	ECD_00701	1	CP001509	737728	738249	+		peptidoglycan-associated outer membrane lipoprotein	pal	peptidoglycan-associated outer membrane lipoprotein Pal	ECD_RS03610
ECD_00702	ECD_00702	1	CP001509	738259	739050	+		periplasmic TolA-binding protein	cpoB	cell division coordinator CpoB	ECD_RS03615
ECD_t00015	ECD_t00015	5	CP001509	739215	739290	+		tRNA-Lys	RS03620	tRNA-Lys	ECD_RS03620
ECD_t00016	ECD_t00016	5	CP001509	739426	739501	+		tRNA-Val	RS03625	tRNA-Val	ECD_RS03625
ECD_t00017	ECD_t00017	5	CP001509	739504	739579	+		tRNA-Lys	RS03630	tRNA-Lys	ECD_RS03630
ECD_t00018	ECD_t00018	5	CP001509	739631	739706	+		tRNA-Val	RS03635	tRNA-Val	ECD_RS03635
ECD_t00019	ECD_t00019	5	CP001509	739710	739785	+		tRNA-Lys	RS03640	tRNA-Lys	ECD_RS03640
