locusId	scaffoldId	begin	end	strand	original_name	gene_type	rbtnseq_ref_locusId	product	sysName	name	desc	ecocyc_id
BW25113_1465	CP009273.1	1530194	1530874	-	narV	CDS	15586	nitrate reductase 2 (NRZ)%2C gamma subunit	b1465	narV	nitrate reductase 2 (NRZ), gamma subunit (NCBI)	EG10644
BW25113_1466	CP009273.1	1530871	1531566	-	narW	CDS	15587	nitrate reductase 2 (NRZ)%2C delta subunit (assembly subunit)	b1466	narW	nitrate reductase 2 (NRZ), delta subunit (assembly subunit) (NCBI)	EG10645
BW25113_1467	CP009273.1	1531566	1533110	-	narY	CDS	15588	nitrate reductase 2 (NRZ)%2C beta subunit	b1467	narY	nitrate reductase 2 (NRZ), beta subunit (NCBI)	EG10647
BW25113_1468	CP009273.1	1533107	1536847	-	narZ	CDS	15589	nitrate reductase 2 (NRZ)%2C alpha subunit	b1468	narZ	nitrate reductase 2 (NRZ), alpha subunit (NCBI)	EG10648
BW25113_1469	CP009273.1	1536929	1538317	-	narU	CDS	15590	nitrate/nitrite transporter	b1469	narU	nitrate/nitrite transporter (NCBI)	EG12153
BW25113_1471	CP009273.1	1539021	1539971	-	yddK	CDS	15591		b1470	yddJ	hypothetical protein (NCBI)	G6771
BW25113_1472	CP009273.1	1540007	1540285	-	yddL	CDS				yddL		
BW25113_1473	CP009273.1	1540545	1541426	-	yddG	CDS	15594	aromatic amino acid exporter	b1473	yddG	predicted methyl viologen efflux pump (RefSeq)	EG12713
BW25113_1474	CP009273.1	1541658	1544705	+	fdnG	CDS	15595	formate dehydrogenase-N%2C alpha subunit%2C nitrate-inducible	b1474	fdnG	formate dehydrogenase-N, alpha subunit, nitrate-inducible (NCBI)	EG11227
BW25113_1475	CP009273.1	1544718	1545602	+	fdnH	CDS	15596	formate dehydrogenase-N%2C Fe-S (beta) subunit%2C nitrate-inducible	b1475	fdnH	formate dehydrogenase-N, Fe-S (beta) subunit, nitrate-inducible (NCBI)	EG11228
BW25113_1476	CP009273.1	1545595	1546248	+	fdnI	CDS	15597	formate dehydrogenase-N%2C cytochrome B556 (gamma) subunit%2C nitrate-inducible	b1476	fdnI	formate dehydrogenase-N, cytochrome B556 (gamma) subunit, nitrate-inducible (NCBI)	EG11229
BW25113_1477	CP009273.1	1546655	1546939	-	yddM	CDS	15598	putative DNA-binding transcriptional regulator	b1477	yddM	predicted DNA-binding transcriptional regulator (RefSeq)	G6774
BW25113_1478	CP009273.1	1547085	1548095	-	adhP	CDS	15599	ethanol-active dehydrogenase/acetaldehyde-active reductase	b1478	adhP	alcohol dehydrogenase (VIMSS)	G6775
BW25113_1479	CP009273.1	1548229	1549926	-	maeA	CDS	15600	malate dehydrogenase%2C (decarboxylating%2C NAD-requiring) (malic enzyme)	b1479	maeA	NAD-linked malate dehydrogenase (malic enzyme) (VIMSS)	EG10948
BW25113_1480	CP009273.1	1550083	1550220	-	sra	CDS	15601	stationary-phase-induced ribosome-associated protein	b1480	sra	30S ribosomal subunit protein S22 (NCBI)	EG11508
BW25113_1481	CP009273.1	1550322	1550537	-	bdm	CDS	15602	biofilm-dependent modulation protein	b1481	bdm	orf, hypothetical protein (VIMSS)	G6776
BW25113_1482	CP009273.1	1550882	1551313	+	osmC	CDS	15603	lipoyl-dependent Cys-based peroxidase%2C hydroperoxide resistance%3B salt-shock inducible membrane protein%3B peroxiredoxin	b1482	osmC	osmotically inducible, stress-inducible membrane protein (NCBI)	EG10680
BW25113_1483	CP009273.1	1551369	1552295	-	ddpF	CDS	15604	D%2CD-dipeptide permease system%2C ATP-binding component	b1483	ddpF	D-ala-D-ala transporter subunit (NCBI)	G6777
BW25113_1484	CP009273.1	1552288	1553274	-	ddpD	CDS	15605	D%2CD-dipeptide permease system%2C ATP-binding component	b1484	ddpD	D-ala-D-ala transporter subunit (NCBI)	G6778
BW25113_1485	CP009273.1	1553271	1554167	-	ddpC	CDS	15606	D-ala-D-ala transporter subunit	b1485	ddpC	D-ala-D-ala transporter subunit (NCBI)	G6779
BW25113_1486	CP009273.1	1554164	1555186	-	ddpB	CDS	15607	D-ala-D-ala transporter subunit	b1486	ddpB	D-ala-D-ala transporter subunit (NCBI)	G6780
BW25113_1487	CP009273.1	1555188	1556738	-	ddpA	CDS	15608	D-ala-D-a la transporter subunit	b1487	ddpA	D-ala-D-a la transporter subunit (NCBI)	G6781
BW25113_1488	CP009273.1	1556752	1557333	-	ddpX	CDS	15609	D-ala-D-ala dipeptidase%2C Zn-dependent	b1488	ddpX	D-ala-D-ala dipeptidase, Zn-dependent (NCBI)	G6782
BW25113_1489	CP009273.1	1557591	1559990	-	dosP	CDS	15610	oxygen sensor%2C c-di-GMP phosphodiesterase%2C heme-regulated%3B cold- and stationary phase-induced bioflim regulator	b1489	dosP	putative enzyme (VIMSS)	G6783
BW25113_1490	CP009273.1	1560015	1561397	-	dosC	CDS	15611	diguanylate cyclase%2C cold- and stationary phase-induced oxygen-dependent biofilm regulator	b1490	dosC	predicted diguanylate cyclase (RefSeq)	G6784
BW25113_1491	CP009273.1	1561761	1563080	-	yddW	CDS	15612	liprotein%2C glycosyl hydrolase homolog	b1491	digH	predicted liprotein (NCBI)	G6785
BW25113_1492	CP009273.1	1563211	1564746	-	gadC	CDS	15613	glutamate:gamma-aminobutyric acid antiporter	b1492	gadC	predicted glutamate:gamma-aminobutyric acid antiporter (NCBI)	G6786
BW25113_1493	CP009273.1	1564902	1566302	-	gadB	CDS	15614	glutamate decarboxylase B%2C PLP-dependent	b1493	gadB	glutamate decarboxylase B, PLP-dependent (NCBI)	EG11490
BW25113_1494	CP009273.1	1566664	1569459	-	pqqL	CDS	15615	putative periplasmic M16 family zinc metalloendopeptidase	b1494	pqqL	predicted peptidase (NCBI)	EG11744
BW25113_1495	CP009273.1	1569504	1571876	-	yddB	CDS	15616	putative TonB-dependent outer membrane receptor	b1495	yddB	predicted porin protein (NCBI)	EG11743
BW25113_1496	CP009273.1	1571914	1573599	-	yddA	CDS	15617	putative multidrug transporter subunit of ABC superfamily%2C membrane component/ATP-binding component	b1496	yddA	fused predicted multidrug transporter subunits of ABC superfamily: membrane component/ATP-binding component (NCBI)	EG11742
BW25113_1497	CP009273.1	1573890	1575047	-	ydeM	CDS	15618	putative YdeN-specific sulfatase-maturating enzyme	b1497	ydeM	putative enzyme (VIMSS)	G6787
BW25113_1498	CP009273.1	1575099	1576781	-	ydeN	CDS	15619	putative Ser-type periplasmic non-aryl sulfatase	b1498	ydeN	putative sulfatase (VIMSS)	G6788
BW25113_1499	CP009273.1	1577183	1577944	-	ydeO	CDS	15620	UV-inducible global regulator%2C EvgA-%2C GadE-dependent	b1499	ydeO	predicted DNA-binding transcriptional acfivator (NCBI)	G6789
BW25113_1500	CP009273.1	1578019	1578216	-	safA	CDS	5752727	two-component system connector membrane protein%2C EvgSA to PhoQP	b1500	safA	Two component system connector membrane protein, EvgSA to PhoQP (RefSeq)	G6790
BW25113_1501	CP009273.1	1578464	1580743	-	ydeP	CDS	15622	putative oxidoreductase	b1501	ydeP	putative oxidoreductase, major subunit, acid resistance protein (Katherine Huang)	G6791
BW25113_1502	CP009273.1	1581077	1581991	-	ydeQ	CDS	15623	putative fimbrial-like adhesin protein	b1502	ydeQ	predicted fimbrial-like adhesin protein (NCBI)	G6792
BW25113_1503	CP009273.1	1582050	1582553	-	ydeR	CDS	15624	putative fimbrial-like adhesin protein	b1503	ydeR	predicted fimbrial-like adhesin protein (NCBI)	G6793
BW25113_1504	CP009273.1	1582566	1583096	-	ydeS	CDS	15625	putative fimbrial-like adhesin protein	b1504	ydeS	predicted fimbrial-like adhesin protein (NCBI)	G6794
BW25113_1505	CP009273.1	1583110	1584336	-	ydeT	CDS				ydeT		
BW25113_1506	CP009273.1	1584683	1584793	-	yneL	CDS				yneL		
BW25113_1507	CP009273.1	1585111	1586433	-	hipA	CDS	15628	inactivating GltX kinase facilitating persister formation%3B toxin of HipAB TA pair%3B autokinase	b1507	hipA	regulator with hipB (NCBI)	EG10443
BW25113_1508	CP009273.1	1586433	1586699	-	hipB	CDS	15629	antitoxin of HipAB toxin-antitoxin system	b1508	hipB	DNA-binding transcriptional regulator (NCBI)	EG10442
BW25113_4696	CP009273.1	1586922	1592244	-	yneO	CDS				yneO		
BW25113_1511	CP009273.1	1592874	1594466	-	lsrK	CDS	15632	autoinducer-2 (AI-2) kinase	b1511	lsrK	putative kinase (VIMSS)	G6798
BW25113_1512	CP009273.1	1594545	1595498	-	lsrR	CDS	15633	lsr operon transcriptional repressor	b1512	lsrR	lsr operon transcriptional repressor (NCBI)	G6799
BW25113_1513	CP009273.1	1595747	1597282	+	lsrA	CDS	15634	autoinducer 2 import ATP-binding protein	b1513	lsrA	fused AI2 transporter subunits of ABC superfamily: ATP-binding components (NCBI)	G6800
BW25113_1514	CP009273.1	1597276	1598304	+	lsrC	CDS	15635	autoinducer 2 import system permease protein	b1514	lsrC	AI2 transporter (NCBI)	G6801
BW25113_1515	CP009273.1	1598304	1599296	+	lsrD	CDS	15636	autoinducer 2 import system permease protein	b1515	lsrD	AI2 transporter (NCBI)	G6802
BW25113_1516	CP009273.1	1599308	1600330	+	lsrB	CDS	15637	autoinducer 2-binding protein	b1516	lsrB	AI2 transporter (NCBI)	G6803
BW25113_1517	CP009273.1	1600357	1601232	+	lsrF	CDS	15638	putative autoinducer-2 (AI-2) aldolase	b1517	lsrF	hypothetical protein (NCBI)	G6804
BW25113_1518	CP009273.1	1601256	1601546	+	lsrG	CDS	15639	autoinducer-2 (AI-2) degrading protein LsrG	b1518	lsrG	autoinducer-2 (AI-2) modifying protein LsrG (NCBI)	G6805
BW25113_1519	CP009273.1	1601603	1602361	+	tam	CDS	15640	trans-aconitate methyltransferase	b1519	tam	trans-aconitate 2-methyltransferase (NCBI)	G6806
BW25113_1520	CP009273.1	1602365	1603279	-	yneE	CDS	15641	bestrophin family putative inner membrane protein	b1520	yneE	orf, hypothetical protein (VIMSS)	G6807
BW25113_1521	CP009273.1	1603486	1604937	-	uxaB	CDS	1936527	altronate oxidoreductase%2C NAD-dependent	b1521	uxaB	tagaturonate reductase (NCBI)	EG11065
BW25113_1522	CP009273.1	1605164	1606111	-	yneF	CDS	15643	putative membrane-bound diguanylate cyclase	b1522	dgcF	predicted diguanylate cyclase (NCBI)	G6808
BW25113_1523	CP009273.1	1606223	1606582	-	yneG	CDS	15644	DUF4186 family protein	b1523	yneG	hypothetical protein (NCBI)	G6809
BW25113_1524	CP009273.1	1606582	1607508	-	glsB	CDS	15645	glutaminase 2	b1524	glsB	predicted glutaminase (NCBI)	G6810
BW25113_1525	CP009273.1	1607572	1608960	-	sad	CDS	15646	succinate semialdehyde dehydrogenase%2C NAD(P)+-dependent	b1525	sad	putative aldehyde dehydrogenase (VIMSS)	G6811
BW25113_1526	CP009273.1	1609061	1609942	+	yneJ	CDS	15647	putative DNA-binding transcriptional regulator	b1526	ptrR	predicted DNA-binding transcriptional regulator (NCBI)	G6812
BW25113_1527	CP009273.1	1610020	1611135	+	yneK	CDS	15648	uncharacterized protein	b1527	yneK	hypothetical protein (NCBI)	G6813
BW25113_1528	CP009273.1	1611285	1612475	+	ydeA	CDS	15649	arabinose efflux transporter%2C arabinose-inducible	b1528	ydeA	sugar efflux transporter (NCBI)	EG11636
BW25113_1529	CP009273.1	1612500	1613165	-	marC	CDS	15650	UPF0056 family inner membrane protein	b1529	marC	predicted transporter (NCBI)	EG11637
BW25113_1530	CP009273.1	1613377	1613811	+	marR	CDS	15651	transcriptional repressor of multiple antibiotic resistance	b1530	marR	multiple antibiotic resistance protein; repressor of mar operon (VIMSS)	EG11435
BW25113_1531	CP009273.1	1613831	1614214	+	marA	CDS	15652	multiple antibiotic resistance transcriptional regulator	b1531	marA	multiple antibiotic resistance; transcriptional activator of defense systems (VIMSS)	EG11434
BW25113_1532	CP009273.1	1614246	1614464	+	marB	CDS	15653	mar operon regulator%2C periplasmic	b1532	marB	hypothetical protein (NCBI)	EG11599
BW25113_1533	CP009273.1	1614495	1615394	-	eamA	CDS	15654	cysteine and O-acetyl-L-serine efflux system	b1533	eamA	orf, hypothetical protein (VIMSS)	EG11639
BW25113_1534	CP009273.1	1615589	1616776	+	ydeE	CDS	15655	putative transporter	b1534	ydeE	predicted transporter (NCBI)	EG11640
BW25113_4599	CP009273.1	1616903	1616998	+	yneM	CDS	3446178	inner membrane-associated protein	b4599	mgtS	hypothetical protein (RefSeq)	G0-8892
BW25113_4698	CP009273.1	1617074	1617171	-	mgrR	ncRNA		sRNA antisense regulator down regulates YgdQ and EptB%2C PhoPQ-regulated%2C Hfq-dependent%3B affects sensitivity to antimicrobial peptides		mgrR	sRNA antisense regulator down regulates YgdQ and EptB%2C PhoPQ-regulated%2C Hfq-dependent%3B affects sensitivity to antimicrobial peptides	
BW25113_1535	CP009273.1	1617217	1618107	-	dgcZ	CDS	15656	diguanylate cyclase%2C zinc-sensing	b1535	dgcZ	hypothetical protein (NCBI)	EG11643
BW25113_1536	CP009273.1	1618362	1618754	-	ydeI	CDS	15658	hydrogen peroxide resistance OB fold protein%3B putative periplasmic protein	b1536	ydeI	hypothetical protein (NCBI)	EG11644
BW25113_1537	CP009273.1	1619030	1619548	+	ydeJ	CDS	15659	inactive PncC family protein	b1537	ydeJ	competence damage-inducible protein A (NCBI)	EG11645
BW25113_1538	CP009273.1	1619592	1621637	-	dcp	CDS	15660	dipeptidyl carboxypeptidase II	b1538	dcp	dipeptidyl carboxypeptidase II (NCBI)	EG10212
BW25113_1539	CP009273.1	1621774	1622520	+	ydfG	CDS	15661	NADP-dependent 3-hydroxy acid dehydrogenase%3B malonic semialdehyde reductase	b1539	ydfG	L-allo-threonine dehydrogenase, NAD(P)-binding (NCBI)	EG12345
BW25113_1540	CP009273.1	1622609	1623295	+	rspR	CDS	15662	transcriptional repressor for rspAB	b1540	rspR	predicted DNA-binding transcriptional regulator (NCBI)	G6814
BW25113_1541	CP009273.1	1623472	1623675	+	ydfZ	CDS	15663	selenoprotein%2C function unknown	b1541	ydfZ	hypothetical protein (NCBI)	G6815
BW25113_1542	CP009273.1	1623710	1625170	-	ydfI	CDS	15664	putative NAD-dependent D-mannonate oxidoreductase	b1542	ydfI	predicted mannonate dehydrogenase (NCBI)	G6816
BW25113_4600	CP009273.1	1625259	1626542	-	ydfJ	CDS				ydfJ		
BW25113_1544	CP009273.1	1627329	1627562	+	ydfK	CDS	15666	cold shock protein%2C function unknown%2C Qin prophage	b1544	ydfK	cold shock protein, function unknown, Qin prophage (NCBI)	G6818
BW25113_1545	CP009273.1	1627879	1628469	+	pinQ	CDS	15667	Qin prophage%3B putative site-specific recombinase	b1545	pinQ	Qin prophage; predicted site-specific recombinase (NCBI)	G6819
BW25113_1546	CP009273.1	1628567	1629142	-	tfaQ	CDS	15668	Qin prophage%3B putative tail fiber assembly protein	b1546	tfaQ	Qin prophage; predicted tail fibre assembly protein (NCBI)	G6820
BW25113_1547	CP009273.1	1629142	1630104	-	stfQ	CDS	15669	Qin prophage%3B putative side tail fiber assembly protein	b1547	stfQ	Qin prophage; predicted side tail fibre assembly protein (NCBI)	G6821
BW25113_1548	CP009273.1	1630097	1630624	-	nohQ	CDS				nohQ		
BW25113_4533	CP009273.1	1631013	1631246	+	ynfO	CDS	1936532	uncharacterized protein%2C Qin prophage	b4533	ynfO	Qin prophage; predicted protein (NCBI)	G0-10452
BW25113_1549	CP009273.1	1631304	1631714	+	ydfO	CDS	15671	Qin prophage%3B uncharacterized protein	b1549	ydfO	orf, hypothetical protein (VIMSS)	G6822
BW25113_1550	CP009273.1	1631866	1632039	-	gnsB	CDS	15672	Qin prophage%3B multicopy suppressor of secG(Cs) and fabA6(Ts)	b1550	gnsB	orf, hypothetical protein (VIMSS)	G6823
BW25113_1551	CP009273.1	1632211	1632366	-	ynfN	CDS	15673	Qin prophage%3B cold shock-induced protein	b1551	ynfN	orf, hypothetical protein (VIMSS)	G6824
BW25113_1552	CP009273.1	1632712	1632924	-	cspI	CDS	15674	Qin prophage%3B cold shock protein	b1552	cspI	Qin prophage; cold shock protein (NCBI)	G6825
BW25113_1553	CP009273.1	1633287	1633784	-	rzpQ	CDS	15675	Rz-like protein%2C Qin prophage	b1553	rzpQ	Qin prophage; conserved protein (NCBI)	G6826
BW25113_4689	CP009273.1	1633337	1633591	-	rzoQ	CDS	7497350	putative Rz1-like lipoprotein%2C Qin prophage	b4689	rzoQ	hypothetical protein (RefSeq)	G0-16675
BW25113_1554	CP009273.1	1633781	1634314	-	rrrQ	CDS	15676	Qin prophage%3B putative lysozyme	b1554	rrrQ	Qin prophage; predicted lysozyme (NCBI)	G6827
BW25113_1555	CP009273.1	1634311	1634622	-	ydfR	CDS	15677	Qin prophage%3B uncharacterized protein	b1555	ydfR	Qin prophage; predicted protein (NCBI)	G6828
BW25113_1556	CP009273.1	1634627	1634842	-	essQ	CDS	15678	Qin prophage%3B putative S lysis protein	b1556	essQ	orf, hypothetical protein (VIMSS)	G6829
BW25113_1557	CP009273.1	1635596	1635811	-	cspB	CDS	15679	Qin prophage%3B cold shock protein	b1557	cspB	Qin prophage; cold shock protein (NCBI)	EG12203
BW25113_1558	CP009273.1	1636112	1636324	+	cspF	CDS	15680	Qin prophage%3B cold shock protein	b1558	cspF	Qin prophage; cold shock protein (NCBI)	EG12205
BW25113_1559	CP009273.1	1636746	1637498	-	quuQ	CDS	15681	Qin prophage%3B putative antitermination protein Q	b1559	ydfT	orf, hypothetical protein (VIMSS)	G6830
BW25113_1560	CP009273.1	1637512	1638561	-	ydfU	CDS	15682	Qin prophage%3B uncharacterized protein	b1560	ydfU	Qin prophage; predicted protein (RefSeq)	G6831
BW25113_1561	CP009273.1	1638908	1639159	-	rem	CDS	15683	Qin prophage%3B uncharacterized protein	b1561	rem	Qin prophage; predicted protein (NCBI)	EG11129
BW25113_1562	CP009273.1	1639376	1639531	-	hokD	CDS	15684	Qin prophage%3B small toxic polypeptide	b1562	hokD	Qin prophage; small toxic polypeptide (NCBI)	EG11130
BW25113_1563	CP009273.1	1639603	1639890	-	relE	CDS	15685	Qin prophage%3B toxin of the RelE-RelB toxin-antitoxin system	b1563	relE	Qin prophage; toxin of the RelE-RelB toxin-antitoxin system (NCBI)	EG11131
BW25113_1564	CP009273.1	1639890	1640129	-	relB	CDS	15686	Qin prophage%3B bifunctional antitoxin of the RelE-RelB toxin-antitoxin system/ transcriptional repressor	b1564	relB	Qin prophage; bifunctional antitoxin of the RelE-RelB toxin-antitoxin system/ transcriptional repressor (NCBI)	EG10836
BW25113_1565	CP009273.1	1640154	1640459	+	ydfV	CDS	15687	Qin prophage%3B uncharacterized protein	b1565	ydfV	Qin prophage; predicted protein (NCBI)	G6832
BW25113_1566	CP009273.1	1640662	1640994	+	flxA	CDS	15688	Qin prophage%3B uncharacterized protein	b1566	flxA	Qin prophage; predicted protein (NCBI)	G6833
BW25113_1567	CP009273.1	1641431	1641613	-	intK	CDS				intK		
BW25113_1568	CP009273.1	1641615	1641893	-	ydfX	CDS				ydfX		
BW25113_1569	CP009273.1	1641877	1642107	-	dicC	CDS	15691	Qin prophage%3B DNA-binding transcriptional regulator for DicB	b1569	dicC	Qin prophage; DNA-binding transcriptional regulator for DicB (NCBI)	EG10228
BW25113_1570	CP009273.1	1642191	1642598	+	dicA	CDS	15692	Qin prophage%3B putative regulator for DicB	b1570	dicA	Qin prophage; predicted regulator for DicB (NCBI)	EG10226
BW25113_1571	CP009273.1	1642765	1642920	+	ydfA	CDS	15693	Qin prophage%3B uncharacterized protein	b1571	ydfA	Qin prophage; predicted protein (NCBI)	EG11300
BW25113_1572	CP009273.1	1642922	1643050	+	ydfB	CDS	15694	Qin prophage%3B uncharacterized protein	b1572	ydfB	orf, hypothetical protein (VIMSS)	EG11301
BW25113_1573	CP009273.1	1643080	1643298	+	ydfC	CDS	15695	uncharacterized protein%2C Qin prophage	b1573	ydfC	Qin prophage; predicted protein (RefSeq)	EG11302
BW25113_1574	CP009273.1	1643639	1643691	+	dicF	ncRNA		sRNA antisense regulator%2C inhibits ftsZ%2C Hfq-dependent%3B Qin prophage		dicF	sRNA antisense regulator%2C inhibits ftsZ%2C Hfq-dependent%3B Qin prophage	
BW25113_1575	CP009273.1	1643866	1644054	+	dicB	CDS	15696	Qin prophage%3B cell division inhibition protein	b1575	dicB	Qin prophage; cell division inhibition protein (NCBI)	EG10227
BW25113_1576	CP009273.1	1644051	1644242	+	ydfD	CDS	15697	Qin prophage%3B uncharacterized protein	b1576	ydfD	Qin prophage; predicted protein (NCBI)	EG11303
BW25113_1577	CP009273.1	1644335	1645099	+	ydfE	CDS				ydfE		
BW25113_1578	CP009273.1	1645102	1645794	+	insD1	CDS				insD1		
BW25113_1579	CP009273.1	1645808	1646965	+	intQ	CDS				intQ		
BW25113_4600	CP009273.1	1647012	1647095	-	ydfJ	CDS				ydfJ		
BW25113_1580	CP009273.1	1647153	1648172	-	rspB	CDS	15701	putative Zn-dependent NAD(P)-binding oxidoreductase	b1580	rspB	predicted oxidoreductase, Zn-dependent and NAD(P)-binding (NCBI)	G6838
BW25113_1581	CP009273.1	1648184	1649398	-	rspA	CDS	15702	bifunctional D-altronate/D-mannonate dehydratase	b1581	rspA	predicted dehydratase (NCBI)	G6839
BW25113_1582	CP009273.1	1649604	1649930	-	ynfA	CDS	15703	UPF0060 family inner membrane protein	b1582	ynfA	hypothetical protein (NCBI)	G6840
BW25113_1583	CP009273.1	1650065	1650406	+	ynfB	CDS	15704	UPF0482 family putative periplasmic protein	b1583	ynfB	hypothetical protein (NCBI)	G6841
BW25113_1584	CP009273.1	1650441	1651001	+	speG	CDS	15705	spermidine N1-acetyltransferase	b1584	speG	spermidine N1-acetyltransferase (NCBI)	G6842
BW25113_1585	CP009273.1	1651004	1651714	-	ynfC	CDS	15706	UPF0257 family lipoprotein	b1585	ynfC	orf, hypothetical protein (VIMSS)	G6843
BW25113_1586	CP009273.1	1651822	1652127	+	ynfD	CDS	15707	DUF1161 family periplasmic protein	b1586	ynfD	orf, hypothetical protein (VIMSS)	G6844
BW25113_1587	CP009273.1	1652326	1654752	+	ynfE	CDS	15708	putative selenate reductase%2C periplasmic	b1587	ynfE	oxidoreductase subunit (NCBI)	G6845
BW25113_1588	CP009273.1	1654813	1657236	+	ynfF	CDS	15709	S- and N-oxide reductase%2C A subunit%2C periplasmic	b1588	ynfF	oxidoreductase subunit (RefSeq)	G6846
BW25113_1589	CP009273.1	1657247	1657864	+	ynfG	CDS	15710	oxidoreductase%2C Fe-S subunit	b1589	ynfG	oxidoreductase, Fe-S subunit (NCBI)	G6847
